TIPO_DATO;LOTE;COD_DIST;DISTRITO;COD_BARRIO;BARRIO;DIRECCION COMPLETA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;DIRECCIÓN COMPLETA AMPLIADA;MÁS INFORMACIÓN
CONTENEDOR DE ROPA;01;10;LATINA;101;LOS CARMENES;CALLE DE GALLUR, 477;CALLE;DE;GALLUR;Número;477;437022,8918;4472014,003;40,39634987;-3,74209002;CALLE DE GALLUR, 477;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;101;LOS CARMENES;CALLE   VIA CARPETANA 196;CALLE; ;VIA CARPETANA;Número;196;437476,786;4472092,487;40,39709109;-3,73674969;CALLE   VIA CARPETANA 196;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;104;ALUCHE;CALLE DE MAQUEDA, 130;CALLE;DE;MAQUEDA;Número;130;435331,0732;4471208,703;40,38896576;-3,76194212;CALLE DE MAQUEDA, 130;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;104;ALUCHE;CALLE DE LOS YEBENES, 104;CALLE;DE;LOS YEBENES;Número;104;436211,9348;4471563,023;40,39222554;-3,75159997;CALLE DE LOS YEBENES, 104;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;104;ALUCHE;CALLE DE QUERO, 3;CALLE;DE;QUERO;Número;3;435468,2294;4471618,05;40,39266396;-3,76036773;CALLE DE QUERO, 3;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE   DIGITAL, 17;CALLE; ;DIGITAL;Número;17;433955,632;4472050,757;40,39644338;-3,77823377;CALLE   DIGITAL, 17;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE   DIGITAL, 2;CALLE; ;DIGITAL;Número;2;434040,9392;4471954,36;40,39558175;-3,77721865;CALLE   DIGITAL, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE DE HOYO DE PINARES, 2;CALLE;DE;HOYO DE PINARES;Número;2;433928,5046;4471883,417;40,39493376;-3,77853603;CALLE DE HOYO DE PINARES, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE DE MANUEL GARCIA, 43;CALLE;DE;MANUEL GARCIA;Número;31;434224,1568;4471915,162;40,39524314;-3,77505587;CALLE DE MANUEL GARCIA, 43;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE DE CARIÑENA 2;CALLE;DE;CARIÑENA;Número;2;434652,692;4471996,697;40,39601137;-3,77001512;CALLE DE CARIÑENA 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE DE CARABIAS, 7;CALLE;DE;CARABIAS;Número;7;434848,2335;4472219,158;40,3980307;-3,76773393;CALLE DE CARABIAS, 7;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE DE SEDANO, 18;CALLE;DE;SEDANO;Número;18;434328,1229;4472181,889;40,39765411;-3,77385842;CALLE DE SEDANO, 18;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE DE MINGORRIA, 14;CALLE;DE;MINGORRIA;Número;14;433757,5632;4471724,538;40,39348894;-3,78053357;CALLE DE MINGORRIA, 14;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;CALLE DE ARENAS DE SAN PEDRO, 48;CALLE;DE;ARENAS DE SAN PEDRO;Número;48;433782,9367;4471863,746;40,394745;-3,78024909;CALLE DE ARENAS DE SAN PEDRO, 48;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;PASEO DE LOS HUSARES, 44;PASEO;DE LOS;HUSARES;Número;44;432759,3677;4470091,587;40,37869879;-3,79212188;PASEO DE LOS HUSARES, 44;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;PASEO DE LOS LANCEROS, 2;PASEO;DE LOS;LANCEROS;Número;2;432674,0341;4470113,835;40,37889231;-3,7931294;PASEO DE LOS LANCEROS, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;105;CAMPAMENTO;AVENIDA DE LOS ARQUEROS, 51;AVENIDA;DE LOS;ARQUEROS;Número;51;432311,3236;4470027,271;40,37808314;-3,79739271;AVENIDA DE LOS ARQUEROS, 51;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE VILLASANDINO, 42;CALLE;DE;VILLASANDINO;Número;42;436099,4288;4473065,68;40,40575345;-3,75307632;CALLE DE VILLASANDINO, 42;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE EL GRECO, 12;CALLE;DE;EL GRECO;Número;12;436709,3961;4473285,307;40,40777854;-3,7459102;CALLE DE EL GRECO, 12;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE CEBREROS, 156;CALLE;DE;CEBREROS;Número;156;436038,1562;4472678,032;40,40225666;-3,75375941;CALLE DE CEBREROS, 156;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE MONSALUPE 13;CALLE;DE;MONSALUPE;Número;15;436121,5496;4472597,675;40,40153917;-3,75276868;CALLE DE MONSALUPE 13;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE CASTROSERNA, 35;CALLE;DE;CASTROSERNA;Número;35;436479,2697;4472526,326;40,4009238;-3,74854638;CALLE DE CASTROSERNA, 35;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE PRADALES, 15;CALLE;DE;PRADALES;Número;15;436526,3511;4472722,627;40,40269575;-3,74801118;CALLE DE PRADALES, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE CUART DE POBLET, 33;CALLE;DE;CUART DE POBLET;Número;23;436588,4045;4472200,49;40,39799685;-3,74722796;CALLE DE CUART DE POBLET, 33;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE LA DUQUESA DE PARCENT, 56;CALLE;DE LA;DUQUESA DE PARCENT;Número;56;436512,1166;4472017,16;40,39633953;-3,74810856;CALLE DE LA DUQUESA DE PARCENT, 56;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;10;LATINA;103;LUCERO;CALLE DE SAN JUAN DE MATA, 7;CALLE;DE;SAN JUAN DE MATA;Número;5;435778,9337;4472838,706;40,40368412;-3,75683018;CALLE DE SAN JUAN DE MATA, 7;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;092;ARGÜELLES;CALLE DE ARRIAZA 18;CALLE;DE;ARRIAZA;Número;18;439225,1802;4474819,138;40,42178343;-3,71640925;CALLE DE ARRIAZA 18;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI, 90;AVENIDA;DEL;DOCTOR FEDERICO RUBIO Y GALI;Número;90;439541,0459;4478556,651;40,45547553;-3,71304176;AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI, 90;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;CALLE DE SAN MARTIN DE PORRES, 27;CALLE;DE;SAN MARTIN DE PORRES;Número;27;438346,0513;4479938,829;40,46783889;-3,72726851;CALLE DE SAN MARTIN DE PORRES, 27;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;095;VALDEMARIN;CALLE DEL VALLE DE TORANZO 3;CALLE;DEL;VALLE DE TORANZO;Número;94;432568,675;4479984,821;40,46780433;-3,79541722;CALLE DEL VALLE DE TORANZO 3;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;097;ARAVACA;CALLE DE FERNANDO VIZCAINO CASAS, 13;CALLE;DE;FERNANDO VIZCAINO CASAS;Número;13;432530,4873;4479226,373;40,46096898;-3,795787;CALLE DE FERNANDO VIZCAINO CASAS, 13;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;097;ARAVACA;CALLE   BAJA DE LA IGLESIA 25;CALLE;DE;BAJA DE LA IGLESIA;Número;25;433641,1962;4478768,346;40,4569324;-3,78263974;CALLE   BAJA DE LA IGLESIA 25;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;096;EL PLANTIO;CALLE DE PILAR ANDRADE, 2;CALLE;DE;PILAR ANDRADE;Número;2;430366,6463;4480184,616;40,46942246;-3,8214117;CALLE DE PILAR ANDRADE, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;CALLE DE SAN POL DE MAR 1;CALLE;DE;SAN POL DE MAR;Número;1;438323,2622;4475105,028;40,42429249;-3,72706792;CALLE DE SAN POL DE MAR 1;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;088;EL GOLOSO;CALLE DEL MONASTERIO DE CAAVEIRO, 10;CALLE;DEL;MONASTERIO DE CAAVEIRO;Número;10;440939,7821;4484057,601;40,50513078;-3,69705888;CALLE DEL MONASTERIO DE CAAVEIRO, 10;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;086;VALVERDE;CALLE DE ANTONIORROBLES, 8;CALLE;DE;ANTONIORROBLES;Número;8;441410,4749;4482090,712;40,4874457;-3,69132202;CALLE DE ANTONIORROBLES, 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;086;VALVERDE;AVENIDA DEL CARDENAL HERRERA ORIA, 8;AVENIDA;DEL;CARDENAL HERRERA ORIA;Número;8;441768,0081;4482499,875;40,49115675;-3,68714122;AVENIDA DEL CARDENAL HERRERA ORIA, 8;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;086;VALVERDE;CALLE DE FEDERICO MOMPOU 5;CALLE;DE;FEDERICO MOMPOU;Número;5;442451,0493;4484720,886;40,51121211;-3,67928362;CALLE DE FEDERICO MOMPOU 5;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;088;EL GOLOSO;CALLE DEL MONASTERIO DE OSEIRA, 28;CALLE;DEL;MONASTERIO DE OSEIRA;Número;28;441145,0237;4484795,909;40,5117963;-3,69470531;CALLE DEL MONASTERIO DE OSEIRA, 28;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;083;PEÑAGRANDE;CALLE DE RAMON GOMEZ DE LA SERNA, 79;CALLE;DE;RAMON GOMEZ DE LA SERNA;Número;79;438206,542;4481748,712;40,48413254;-3,72909038;CALLE DE RAMON GOMEZ DE LA SERNA, 79;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;083;PEÑAGRANDE;CALLE DE RAMON GOMEZ DE LA SERNA, 60;CALLE;DE;RAMON GOMEZ DE LA SERNA;Número;60;438417,6987;4481499,425;40,48190257;-3,72657495;CALLE DE RAMON GOMEZ DE LA SERNA, 60;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;083;PEÑAGRANDE;CALLE DE MIGUEL ARACIL, 47;CALLE;DE;MIGUEL ARACIL;Número;47;438511,2566;4480790,5;40,47552328;-3,72540245;CALLE DE MIGUEL ARACIL, 47;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;083;PEÑAGRANDE;CALLE DE JAVIER TUSELL 2;CALLE;DE;JAVIER TUSELL;Número;2;437689,7468;4480644,547;40,47414726;-3,73507898;CALLE DE JAVIER TUSELL 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;084;PILAR;CALLE DE GINZO DE LIMIA, 51;CALLE;DE;GINZO DE LIMIA;Número;51;439973,0106;4481803,472;40,48475543;-3,70825484;CALLE DE GINZO DE LIMIA, 51;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;085;LA PAZ;CALLE DE FERMIN CABALLERO, 52;CALLE;DE;FERMIN CABALLERO;Número;52;440123,1345;4481770,547;40,48446968;-3,70648055;CALLE DE FERMIN CABALLERO, 52;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;084;PILAR;CALLE DE FERMIN CABALLERO 53;CALLE;DE;FERMIN CABALLERO;Número;53;439973,6713;4481616,116;40,48306771;-3,7082293;CALLE DE FERMIN CABALLERO 53;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;085;LA PAZ;CALLE DE ANTONIO LOPEZ AGUADO, 22;CALLE;DE;ANTONIO LOPEZ AGUADO;Número;22;440425,7202;4481460,675;40,4817;-3,70288151;CALLE DE ANTONIO LOPEZ AGUADO, 22;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;01;08;FUENCARRAL-EL PARDO;084;PILAR;AVENIDA DE MONFORTE DE LEMOS, 101;AVENIDA;DE;MONFORTE DE LEMOS;Número;101;440213,5661;4481167,773;40,47904618;-3,70535679;AVENIDA DE MONFORTE DE LEMOS, 101;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;19;VICALVARO;192;VALDEBERNARDO;BULEVAR DE INDALECIO PRIETO, 12;BULEVAR;DE;INDALECIO PRIETO;Número;12;447321,4222;4472623,111;40,40255221;-3,62079522;BULEVAR DE INDALECIO PRIETO, 12;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;19;VICALVARO;191;CASCO HISTORICO DE VICALVARO;CALLE DE LARDERO, 4;CALLE;DE;LARDERO;Número;4;448161,9225;4473553,173;40,41098357;-3,61096657;CALLE DE LARDERO, 4;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;19;VICALVARO;191;CASCO HISTORICO DE VICALVARO;CALLE DEL ABAD JUAN CATALAN, 24;CALLE;DEL;ABAD JUAN CATALAN;Número;24;449686,0201;4472965,716;40,40578487;-3,59295795;CALLE DEL ABAD JUAN CATALAN, 24;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;19;VICALVARO;192;VALDEBERNARDO;CALLE DE LA LADERA DE LOS ALMENDROS, 27;CALLE;DE LA;LADERA DE LOS ALMENDROS;Número;27;447008,8287;4472358,449;40,40014813;-3,62445677;CALLE DE LA LADERA DE LOS ALMENDROS, 27;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;19;VICALVARO;192;VALDEBERNARDO;CALLE DE LOS PINILLAS, 33;CALLE;DE LOS;PINILLAS;Número;33;447499,1938;4472120,893;40,39803914;-3,61865896;CALLE DE LOS PINILLAS, 33;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;143;MARROQUINA;CALLE DE LA FUENTE CARRANTONA, 29;CALLE;DE LA;FUENTE CARRANTONA;Número;29;446331,6318;4473038,977;40,40623538;-3,63249389;CALLE DE LA FUENTE CARRANTONA, 29;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;143;MARROQUINA;AVENIDA DEL DOCTOR GARCIA TAPIA, 123;AVENIDA;DEL;DOCTOR GARCIA TAPIA;Número;123;445601,6003;4473472,072;40,41008958;-3,64113399;AVENIDA DEL DOCTOR GARCIA TAPIA, 123;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;145;FONTARRON;CALLE DEL ARROYO FONTARRON, 179;CALLE;DEL;ARROYO FONTARRON;Número;179;445283,4757;4472105,063;40,39775389;-3,64476564;CALLE DEL ARROYO FONTARRON, 179;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;14;MORATALAZ;141;PAVONES;CALLE DEL ARROYO FONTARRON, 425;CALLE;DEL;ARROYO FONTARRON;Número;425;446137,6389;4471784,719;40,39492372;-3,63467389;CALLE DEL ARROYO FONTARRON, 425;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;035;LOS JERONIMOS;CALLE DE RUIZ DE ALARCON, 15;CALLE;DE;RUIZ DE ALARCON;Número;15;441337,7165;4474100,018;40,41545687;-3,69144225;CALLE DE RUIZ DE ALARCON, 15;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;035;LOS JERONIMOS;CALLE DE LA ACADEMIA, 11;CALLE;DE LA;ACADEMIA;Número;11;441511,7298;4474025,766;40,41480022;-3,6893845;CALLE DE LA ACADEMIA, 11;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;031;PACIFICO;CALLE DE LAS COCHERAS, 6;CALLE;DE LAS;COCHERAS;Número;6;442570,0149;4472417,286;40,40038386;-3,67676647;CALLE DE LAS COCHERAS, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;032;ADELFAS;CALLE DE FEDERICO MORENO TORROBA, 9;CALLE;DE;FEDERICO MORENO TORROBA;Número;9;443375,777;4472947,659;40,40521694;-3,667319;CALLE DE FEDERICO MORENO TORROBA, 9;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DEL DOCTOR ESQUERDO, 155;CALLE;DEL;DOCTOR ESQUERDO;Número;155;443168,143;4473406,352;40,40933495;-3,66980678;CALLE DEL DOCTOR ESQUERDO, 155;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;036;NIÑO JESUS;CALLE DE LA ANUNCIACION, 1;CALLE;DE LA;ANUNCIACION;Número;1;442660,4488;4473694,762;40,41189829;-3,67581595;CALLE DE LA ANUNCIACION, 1;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;036;NIÑO JESUS;AVENIDA DE MENENDEZ PELAYO, 67;AVENIDA;DE;MENENDEZ PELAYO;Número;67;442601,4194;4473744,78;40,41234481;-3,67651614;AVENIDA DE MENENDEZ PELAYO, 67;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;034;IBIZA;CALLE DE MAIQUEZ, 36;CALLE;DE;MAIQUEZ;Número;36;442905,9812;4474475,687;40,41895015;-3,67299233;CALLE DE MAIQUEZ, 36;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;03;RETIRO;033;ESTRELLA;CALLE DE SALIENTE, 6;CALLE;DE;SALIENTE;Número;6;443468,8089;4474566,452;40,41980624;-3,66636653;CALLE DE SALIENTE, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;044;GUINDALERA;AVENIDA DE BRASILIA, 33;AVENIDA;DE;BRASILIA;Número;33;443932,0084;4476953,255;40,44133916;-3,6611174;AVENIDA DE BRASILIA, 33;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;046;CASTELLANA;CALLE DE LOPEZ DE HOYOS, 6;CALLE;DE;LOPEZ DE HOYOS;Número;6;441632,878;4476451,36;40,43665965;-3,68817933;CALLE DE LOPEZ DE HOYOS, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;046;CASTELLANA;CALLE DE CLAUDIO COELLO, 120;CALLE;DE;CLAUDIO COELLO;Número;120;441873,162;4476442,99;40,43660108;-3,68534568;CALLE DE CLAUDIO COELLO, 120;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;041;RECOLETOS;CALLE DE GOYA, 19;CALLE;DE;GOYA;Número;19;441747,0343;4475202,788;40,42541992;-3,68671903;CALLE DE GOYA, 19;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;04;SALAMANCA;043;FUENTE DEL BERRO;CALLE DE JORGE JUAN, 169;CALLE;DE;JORGE JUAN;Número;169;443680,0039;4474886,352;40,4227024;-3,66390554;CALLE DE JORGE JUAN, 169;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;051;EL VISO;CALLE DE PEDRO DE VALDIVIA, 4;CALLE;DE;PEDRO DE VALDIVIA;Número;4;441474,0632;4476759,07;40,43942049;-3,69008005;CALLE DE PEDRO DE VALDIVIA, 4;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;055;NUEVA ESPAÑA;CALLE DE LA MADRE DE DIOS, 41;CALLE;DE LA;MADRE DE DIOS;Número;41;442988,0828;4479617,698;40,46527754;-3,67248609;CALLE DE LA MADRE DE DIOS, 41;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;05;CHAMARTIN;055;NUEVA ESPAÑA;CALLE DE ENRIQUE JARDIEL PONCELA, 6;CALLE;DE;ENRIQUE JARDIEL PONCELA;Número;6;443230,2124;4479098,014;40,46061257;-3,66958373;CALLE DE ENRIQUE JARDIEL PONCELA, 6;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;158;ATALAYA;CALLE DE JULIA BALENCHANA, 9;CALLE;DE;JULIA BALENCHANA;Número;9;443840,5104;4479429,861;40,46364348;-3,66241526;CALLE DE JULIA BALENCHANA, 9;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;157;COLINA;CALLE DE AGASTIA, 120;CALLE;DE;AGASTIA;Número;120;444138,6483;4478460,418;40,45493036;-3,65881356;CALLE DE AGASTIA, 120;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;151;VENTAS;CALLE DE SOR MARIA DE AGREDA, 2;CALLE;DE;SOR MARIA DE AGREDA;Número;2;444790,0273;4475660,723;40,42975275;-3,65088853;CALLE DE SOR MARIA DE AGREDA, 2;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
CONTENEDOR DE ROPA;02;15;CIUDAD LINEAL;152;PUEBLO NUEVO;CALLE DE NICOLAS SALMERON, 22;CALLE;DE;NICOLAS SALMERON;Número;22;446842,3317;4474308,047;40,41770072;-3,62658155;CALLE DE NICOLAS SALMERON, 22;"Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios
"
